"Eggan Laboratory","http://www.scrb.harvard.edu/faculty/lab/44/home","Our research is focused on understanding the contribution of environmental and genetic factors in the development of disease. The relative impact of these factors to pathogenesis is not well understood for many disorders. Complex interactions between genes and the environment have made it particularly difficult to develop accurate models for the sporadic and so called multifactorial forms of human disease. To further complicate studies, biopsied tissue containing the affected cell type is often extremely limited. Moreover, the developmental or pathological events leading to the disease have usually occurred long before diagnosis. While animal models exist for several diseases, they usually represent a rare, \'single-hit\', genetic form of a disease that may not completely or accurately reflect the human disorder nor recapitulate the influence of environmental factors in the development of the pathological state. As a result, it has been extremely difficult to discern the contribution of either genetic or environmental factors in the development of the more common complex diseases, such as type-1 diabetes, Parkinsons and cardiovascular disease. To help overcome these technical difficulties and expand our understanding of these and other complex diseases we are building in vitro models using human embryonic stem cells, in which genetic and developmental aspects of the disease can be controlled."
"Hochedlinger Laboratory","http://www.scrb.harvard.edu/faculty/lab/45/home","Our lab tries to understand the molecular mechanisms underlying pluripotency and nuclear reprogramming. Pluripotency denotes the ability of cells, such as embryonic stem (ES) cells, to give rise to all cell types of the mammalian body, while nuclear reprogramming is the dedifferentiation of a specialized cell back into a pluripotent state. Reprogramming does not normally occur in vivo but can be achieved experimentally by nuclear transfer, ES cell-somatic cell fusion and by directly inducing embryonic genes in somatic cells, generating so-called induced pluripotent (iPS) stem cells.\n\nWe are studying these processes functionally by establishing transgenic and knock-out mice and by manipulating murine and human ES cells. Combined with genome-wide approaches including RNAi and chemical screening we aim to dissect the mechanisms of pluripotency and epigenetic reprogramming. Ultimately, we hope that our research will aid in attempts to generate custom-tailored cells for treating and understanding disease through manipulation of defined genes and pathways."
"Hyman Laboratory","http://www.scrb.harvard.edu/faculty/lab/46/home","For the academic year 2011-2012 I am on sabbatical at the Broad Institute of Harvard and MIT with the goal of identifying new research directions after completing a decade as Harvard University Provost.  As Provost I served as Harvard\'s chief academic officer, but had a special focus on the development of collaborative scientific initiatives that span multiple disciplines, that crossed the boundaries of Harvard\'s schools and affiliated hospitals, and that extended to neighboring universities.  Previously my lab had studied intracellular signaling and regulation of gene expression within brain dopamine systems. Currently I am focused on ways of exploiting the emerging genetics of neuropsychiatric disorders to develop models that will ultimately facilitate the discovery of much needed new therapeutics. \n\nFrom 1996 to 2001, I served as Director of the US National Institute of Mental Health (NIMH), the component of the NIH charged with generating the knowledge needed to understand and treat mental illness.  At NIMH I emphasized investment in basic neuroscience and in the tools needed to analyze genetically complex disorders such as autism, schizophrenia, and bipolar disorder.  "
"Macklis Laboratory","http://www.scrb.harvard.edu/faculty/lab/48/home","Our laboratory is directed toward both 1) understanding the molecular controls over neuron sub-type specification and development in the cerebral cortex, and 2) applying developmental controls toward brain and spinal cord repair-specifically, the cellular repair of complex cerebral cortex and cortical output circuitry (in particular, cortico-spinal motor neuron (CSMN) circuitry that degenerates in ALS and other \"upper motor neuron\" degenerative diseases, and whose injury is centrally involved in loss of motor function in spinal cord injury).\n\nWe focus on neocortical projection neuron development and sub-type specification; neural progenitor / \"stem cell\" biology; induction of adult neurogenesis (the birth of new neurons from within); and directed neuronal differentiation and development of connectivity via molecular manipulation of neural progenitors within murine neocortex. The same biology informs understanding of neuronal subtype specificity of involvement in human neurodegenerative and developmental diseases, in particular ALS / motor neuron disease, PLS, HSPs, Huntington\'s disease, autism spectrum disorders, and Rett Syndrome.\n\nWelcome to the Macklis Lab at Harvard University in Cambridge, Massachusetts!"
"McMahon Laboratory","http://www.scrb.harvard.edu/faculty/lab/49/home","Research in our laboratory focuses on two major mammalian organ systems, the central nervous system and kidney. In the developing nervous system, Sonic hedgehog acts as a morphogen to induce distinct neural identities throughout the ventral part of the neural tube. Our interest lies in determining how a robust ligand-based signaling process is generated, modulated and maintained within the neural target field and how the transcriptional output of this pathway contributes to the formation of a functional nervous system."
"Meissner Laboratory","http://www.scrb.harvard.edu/faculty/lab/550/home","Our laboratory is a mixed group of experimental and computational biologists in the Department of Stem Cell and Regenerative Biology (HSCRB).  We use genomic tools to study developmental and stem cell biology with a particular interest in the role of epigenetic regulation (Mikkelsen et al. Nature 2008; Koche, Smith et al. Cell Stem Cell 2011). The term epigenetic refers to stable modifications of the chromatin and DNA that do not alter the primary nucleotide sequence. The global epigenetic makeup of a cell is a powerful indicator of its developmental state and potential. We have pioneered next generation sequencing technologies (Meissner et al. Nature 2008; Gu et al. Nature Methods 2010; Bock et al. Nature Biotechnology 2010) to study the epigenome in normal development and disease.\n\nOur lab has also continued to provide important mechanistic insights into the generation of iPS cells using genomic (Mikkelsen et al. Nature 2008; Koche, Smith et al. Cell Stem Cell 2011; Bock et al. Cell 2011) and single cell imaging (Smith et al. Nature Biotechnology 2010) tools. Over the last years we have accumulated tremendous insights of the process and build many essential tools. Combined with our genomic expertise we are in a unique position to expand these studies to have a broad impact on regenerative medicine and make major contributions to our general understanding of cell states."
"Melton Laboratory","http://www.scrb.harvard.edu/faculty/lab/50/home","We study the developmental biology of the pancreas with a view to finding new treatments for diabetes. Our aim is to understand how the pancreas develops and use that information to grow and develop new pancreatic cells (Islets of Langerhans). This project is an example of the larger question of how vertebrates make an organ from undifferentiated embryonic cells.\n\nOur experimental approaches use the tools of molecular, cellular and chemical biology to investigate how precursor or stem cells give rise to the pancreas and how pancreatic tissue is maintained in adults.   This includes identifying cells and gene products that specify developmental fates and physiological functions during organogenesis, regeneration, and following autoimmune attack. We use a variety of techniques including functional genomics, chemical screening, tissue explants and grafting. While we use several vertebrate organisms, including frogs, chickens, and axolotls, the main thrust of our work is done with human stem cells, both embryonic and iPS cells, as well as their mouse counterparts.\n\nDirecting cells to form new pancreatic tissue has a practical significance: if our studies are successful, it should be possible to apply our conclusions to human cells and provide a source of insulin-producing beta-cells for diabetics."
"Musunuru Laboratory","http://www.scrb.harvard.edu/faculty/lab/620/home","Our goal is to understand how naturally occurring human genetic variation protects (or predisposes) some people to cardiovascular and metabolic disease-the leading cause of death in the world-and to use that information to develop therapies that can protect the entire population from disease. Our strategy is to identify patients, families, and cohorts with disease; to use genetic techniques such as genome-wide association studies and exome sequencing to identify novel DNA variants and genes linked to disease; to use human cell-based models and mouse models to understand how the DNA variants affect gene and protein function; and to use these mechanistic insights to begin the process of developing new therapies that will benefit patients and populations. In particular, we are interested in using human pluripotent stem cells to create human-derived tissues, containing specific DNA variants, as genetic disease models in which environmental and epigenetic influences have been minimized. We also aim to use stem cells to enable re-\"gene\"-erative medicine, in which a patient\'s own cells can be genetically cured or made resistant to disease and then transplanted back into the body as a durable treatment."
"Rinn Laboratory","http://www.scrb.harvard.edu/faculty/lab/52/home","Our research aims to understand the role of long intergenic non-coding RNAs (lincRNAs) in establishing the distinct epigenetic states of adult and embryonic cells and their misregulation in diseases such as cancer. To further explore how lincRNAs may define and or drive cell fate decisions we developed computational methods to provide initial hypothesis of their functions. This \"guilt by association method\" pointed to a clear connection of lincRNAs and numerous cellular pathways ranging from pluripotency, cancer, adipogenesis to parasitology. We have employed systematic computational and experimental approaches that have unraveled a myriad of functional roles for lincRNAs in these pathways. Collectively our studies point to key regulatory roles for lincRNAs across diverse biological pathways, with a common theme of forming ribonucleic-protein complexes that in turn modulate cell fate decisions."
"Rossi Laboratory","http://www.scrb.harvard.edu/faculty/lab/53/home","Hematopoietic stem cells (HSCs) are the only cells within the bone marrow that possess the ability to both differentiate to all blood lineages, and to self-renew for life. These properties, along with the remarkable ability of HSCs to engraft conditioned recipients upon intravenous transplantation, have established the clinical paradigm for stem cell use in regenerative medicine. However, despite the enormous clinical potential of HSCs, surprisingly little is known about the mechanisms that regulate their fundamental properties of self-renewal and multi-potency. Our lab has a profound interest in understanding the mechanisms enabling self-renewal and multi-potency in HSCs, which we study using cellular, molecular, genetic and epigenetic approaches. \n\nOur lab is also interested in understanding the extent to which the aging of the stem cell compartment contributes to the pathophysiological conditions arising in the aged hematopoietic system. To address this we are evaluating HSCs in the context of aging in order to elucidate the mechanistic basis for HSC decline. In particular we are exploring the contribution of epigenetic dysregulation to HSC aging. We are also studying the mechanisms through which stem cells maintain genomic integrity, and examining how age-dependent DNA damage accrual impacts stem cell functional capacity. \n\nNumerous studies have shown that it is possible to experimentally reprogram the cellular identity of one cell type to another. One approach to effect cellular reprogramming involves enforcing expression of defined transcriptional regulators important for specifying one cell type in a different cell type in order to convert its fate. This methodology is perhaps best exemplified by the generation of induced pluripotent stem (iPS) cells from a variety of differentiated cell types by the ectopic expression of a small number of defined factors. This approach is also proving to be a viable method to reprogram a variety of cell types to alternative fates. Our lab is pursuing several lines of investigation aimed at reprogramming the cellular identity of a number of cell types into clinically useful cell types, including HSCs, by using various approaches including the use of powerful technologies developed in the lab. "
"Rubin Laboratory","http://www.scrb.harvard.edu/faculty/lab/54/home","Our laboratory focuses on translational, high-throughput research to model disease and develop drugs using stem cells. We have established an extensive range of complex image based assays that have been used to probe various properties of stem cells and of many cells derived from them. To accomplish this we use automated high content screening imagers, associated robotic equipment, and selected small molecule libraries. We combine our high throughput approach with detailed molecular studies to further our understanding of the mechanisms of disease and determine which compounds are most likely to be of therapeutic value.\n\nA primary focus of the lab is diseases of motor neuron degeneration, including spinal muscular atrophy (SMA) and amyotrophic lateral scleroris (ALS).  SMA is genetic disorder caused by the decrease in the level of Survival of Motor Neuron protein (SMN) leading to neuromuscular degeneration in children. We have carried out quantitative high content measurements in patient fibroblasts to discover small molecules that increase the level of SMN. (Makhortova et al. Nature Chemical Biology, 2011). Prolonging motor neuron survival is a major therapeutic goal for treatment of both SMA and ALS. We have executed a variety of survival assays using motor neurons generated in large numbers from mouse and human ES cells as well as patient derived iPS cells to identify compounds that prevent motor neuron death.\n\nAnother important aim of our lab is to develop new stem cell based disease models using small molecule screens.  One project has applied this approach to improve the differentiation of stem cell derived dopaminergic neurons, the same cell type that is specifically lost in Parkinson\'s disease. We are also working to identify small molecules that enhance transdifferentiation, which is the direct conversion of one differentiated cell type into another. \n\nOur expertise in developing stem cell based disease models and high content screening allows us to contribute to a large number of collaborations with members of the Harvard Stem Cell Institute."
"Scadden Laboratory","http://www.scrb.harvard.edu/faculty/lab/55/home","The Scadden lab focuses on blood, particularly the regulation of the hematopoietic stem cell by its microenvironment or niche. Using a combination of genetically modified mice, imaging and pharmacology, the laboratory has defined key components of the niche and how stem cells traffic to and engraft the bone marrow. It has demonstrated methods of altering niche interactions that have resulted in two clinical trials in the use of stem cells to treat hematologic malignancies. \n\nBased on understanding mechanisms by which normal stem cells are governed in normal tissues, the laboratory has emphasized the role of the niche in disease. We have demonstrated the primary role the microenvironment can play in disordered tissue homeostasis and the emergence of malignancy.  Further, we have assessed how regulatory programs controlling normal stem cells are altered in the context of malignancy and we are currently examining in vivo competition between normal and malignant cells.  Our goal is to use these insights to inform novel approaches to blood disorders and cancer."
"Strominger Laboratory","http://www.scrb.harvard.edu/faculty/lab/56/home","The study of histocompatibility led to the understanding of the mechanisms of immune recognition and to the discovery of novel molecules and cells involved in these processes, including Class I and Class II proteins encoded in the major histocompatibility complex of all vertebrates examined and T cell receptors. The normal human response to bacterial and viral infection involves these molecules and results in either the generation of T helper cells and antibodies or of cytotoxic T-lymphocytes. In addition, many important human autoimmune diseases are linked to particular alleles of MHC Class I and Class II proteins. Recently, the importance of still another immune recognition system mediated by Natural Killer (NK) cells has become apparent. My laboratory is currently focused on 3 main projects: ¥ The role of MHC proteins and of products of other disease susceptibility genes in human autoimmunity, including multiple sclerosis, diabetes, pemphigus vulgaris, and ankylosing spondylitis; ¥ Activating and inhibitory immunological synapses in human natural killer cells: how they are formed and how they function, particularly in relation to lipid rafts; ¥ Uterine decidual lymphocytes and their roles in the immunobiology of pregnancy. This project involves characterizing uterine lymphocyte populations and the many unusual proteins they produce in implantation and the maintenance of pregnancy."
"Verdine Laboratory","http://www.scrb.harvard.edu/faculty/lab/646/home","The research interests of the Verdine lab lie in the emerging area of chemical biology. We study biologic processes underlying growth and proliferation of human cancer cells, control of gene expression, and preservation of genomic integrity. Our research has led to the invention of new and powerful approaches for the discovery of unconventional bioactive ligands termed \'synthetic biologics\' that have proven effective at addressing therapeutic targets previously considered \'undruggable.\' Verdine and coworkers have elucidated the mechanism by which DNA methyltransferases catalyze epigenetic modification of the genome, as well as the structural basis for sequence specific DNA recognition by NF-_B and NFAT, master regulators of acute phase and immune responses and organ development. Our work has illuminated the biochemical and structural basis for enzymatic recognition and removal of mutagenic damage in DNA."
"Wagers Laboratory","http://www.scrb.harvard.edu/faculty/lab/57/home","Effective functioning of the body\'s tissues and organs depends upon innate regenerative processes that maintain proper cell numbers (homeostasis) and replace damaged cells after injury (repair).  In many tissues, regenerative potential is determined by the presence and functionality of a dedicated population of stem and progenitor cells, which respond to exogenous cues to produce replacement cells when needed.  Understanding how these unspecialized precursors are maintained and regulated is essential for understanding the fundamental biology of tissues.  In addition, this knowledge has practical implications, as the regenerative potential of tissue-specific stem and progenitor cells can be exploited therapeutically by transplantation (to replenish the stem cell pool) or by endogenous manipulation (to boost the repair activity of cells already present in the tissue). \n\nWork in my laboratory focuses on uncovering the intrinsic and extrinsic regulators of stem cell function, and revealing how changes in stem cell activity impact tissue regeneration throughout life. Our studies have identified novel regulators of stem cell trafficking, including the transcription factor EGR1, which uniquely co-ordinates the migration and proliferation of blood stem cells in order to maintain appropriate stem cell number in the bone marrow and to support peripheral immune and inflammatory responses. We also developed and applied marker-based cell sorting approaches to analyze precursor cells in skeletal muscle, and identified a subset of satellite cells (mononuclear cells found beneath the basal lamina surrounding mature muscle fibers) that act as muscle stem cells. We demonstrated that these unique stem cells exhibit robust self-renewal and myogenic differentiation activity, and can restore muscle function when transplanted into injured or diseased muscle.\n\nWe now are exploiting these systems to uncover the cellular and molecular processes that underlie the stem cell dysfunction that typically arises with advancing age and that can promote tumor development.  Exciting new data from our studies suggests that stem cell aging is controlled at least in part by blood-borne mediators, which change with age and can be manipulated to reverse age-associated dysfunction.  Our future work will use the new insights gained from these studies to enable novel interventions to delay or reverse the onset of age-related disease and extend the healthful life of aging individuals."
"Zhou Laboratory","http://www.scrb.harvard.edu/faculty/lab/58/home","The human body is a collection of numerous cells types.  Each cell type is tasked with performing a set of unique and highly specialized functions.  Our laboratory and others have shown that cells of adult organs can be instructively reprogramed to assume new identities and perform new functions.  This amazing transformation holds tremendous value for both fundamental biological understanding and regenerative medicine.  The ability to convert one cell to anther provides powerful research tools to study the molecular and epigenetic mechanisms that govern cell identity and function in vivo.  Cells that gained new functions through reprogramming can be applied to treat injury and degenerative diseases in situ.  We are currently focused on two major models: The reprogramming of diverse endodermal cell types into insulin- secreting beta cells; the conversion of adult brain glial cells into a more juvenile form that strongly supports neuronal regeneration.  We collaborate extensively with bioengineers and clinicians to develop therapeutic strategies for Diabetes, spinal cord injury, and stroke."
"Zon Laboratory","http://www.scrb.harvard.edu/faculty/lab/59/home","Dr. Leonard Zon\'s laboratory focuses on the developmental biology of hematopoiesis and cancer. Over the past five years, we have collected over 30 mutants affecting the hematopoietic system. Some of the mutants represent excellent animal models of human disease. For instance, the isolation of the ferroportin iron transporter was based on a mutant zebrafish and subsequently was shown to be mutated in patients with iron overload disorders. The mutants also represent interesting key regulatory steps in the development of stem cells. Recently, a mutant was found that lacked blood stem cells and the mutated gene proved to be a caudal related homeoprotein called, CDX4. A Cdx-hox pathway was found to participate in early hematopoietic stem cell development and overexpression of CDX4 leads to ectopic blood development, within the zebrafish embryo and in mouse embryonic stem cells. We recently have developed hematopoietic cell transplantation for the zebrafish using blood cells labeled with green fluorescent protein and DSred. We were able to image the hematopoietic cells as they migrate to the marrow and to the thymus.\n\nThe laboratory has also developed zebrafish models of cancer. A screen for cell cycle mutants found 19 mutants. Some of these mutants get cancer at a very high rate as heterozygotes based on a carcinogenesis assay. The mutant genes appear to be new cancer genes and we have used small molecules in a chemical suppressor gene to find chemicals that bypass the mutant cell cycle problem. We also have generated a melanoma model in the zebrafish system using transgenics. Transgenic fish get nevi, and in a combination with a p53 mutant fish develop melanomas."
"Philippe Aghion","http://www.economics.harvard.edu/faculty/aghion"," Economic growth, contract theory."
"Alberto  Alesina","http://www.economics.harvard.edu/faculty/alesina"," Fiscal policy, currency unions, size of countries, redistributive policies."
"Pol  Antrˆs","http://www.economics.harvard.edu/faculty/antras"," Contractual frictions in international trade, the international organization of production, patterns of industrialization."
"Susan  Athey","http://www.economics.harvard.edu/faculty/athey",""
"Robert Barro","http://www.economics.harvard.edu/faculty/barro",""
"John Campbell","http://www.economics.harvard.edu/faculty/campbell"," Equilibrium models of stock and bond prices, portfolio choice for long-term investors, risk sharing functions of financial markets."
"Gary Chamberlain","http://www.economics.harvard.edu/faculty/chamberlin"," Empirical applications of statistical decision theory in microeconomics."
"Eric Chaney","http://www.economics.harvard.edu/faculty/chaney"," Middle East Economic History."
"Raj Chetty","http://www.economics.harvard.edu/faculty/chetty"," optimal design of tax and social insurance policies, consumption behavior and risk preferences, behavioral welfare economics."
"Richard  Cooper","http://www.economics.harvard.edu/faculty/cooper"," Integrating China into the world economic system."
"David Cutler","http://www.economics.harvard.edu/faculty/cutler"," Why people are in better health, the impact of medical care on the public sector, racial and ethnic segregation."
"Melissa Dell","http://www.economics.harvard.edu/faculty/dell",""
"Emmanuel Farhi","http://www.economics.harvard.edu/faculty/farhi"," Macroeconomic policy."
"Martin Feldstein","http://www.economics.harvard.edu/faculty/feldstein"," Social Security reform, effects of inflation, effects of taxation."
"Christopher Foote","http://www.economics.harvard.edu/faculty/foote"," Labor economics."
"Richard Freeman","http://www.economics.harvard.edu/faculty/freeman"," Growth and decline of unions, effects of immigration and trade on inequality, restructuring European welfare states, Chinese labor markets, poverty and crime, self-organizing non-union in the labor market, employee involvement programs."
"Benjamin  Friedman","http://www.economics.harvard.edu/faculty/friedman"," The role that financial markets play in determining the effects of monetary and fiscal policies on the non-financial economy, conceptual frameworks for planning and implementing monetary policy, social and moral consequences of economic growth."
"Roland Fryer","http://www.economics.harvard.edu/faculty/fryer"," Affirmative action, discrimination, social economics."
"Drew Fudenberg","http://www.economics.harvard.edu/faculty/fudenberg"," Learning IN games, reputation AND repeated play, theoretical industrial organization."
"Edward Glaeser","http://www.economics.harvard.edu/faculty/glaeser",""
"Claudia  Goldin","http://www.economics.harvard.edu/faculty/goldin"," The economic histories of education, income, inequality, immigration, technological change, and the interrelationships among them, particularly for the United States in the 19th and 20th centuries and beyond."
"Gita Gopinath","http://www.economics.harvard.edu/faculty/gopinath",""
"Jerry Green","http://www.economics.harvard.edu/faculty/green"," Behavior under uncertainty, incentives and game theory, public finance: health care, technology, and environment."
"Oliver Hart","http://www.economics.harvard.edu/faculty/hart"," Theory of the firm and organizations, financial structure of firms, contract theory."
"Elhanan  Helpman","http://www.economics.harvard.edu/faculty/helpman"," International trade, international interdependence, inequality."
"Nathaniel Hendren","http://www.economics.harvard.edu/faculty/hendren",""
"Richard Hornbeck","http://www.economics.harvard.edu/faculty/hornbeck",""
"Dale Jorgenson","http://www.economics.harvard.edu/faculty/jorgenson"," Tax reform and U.S. economic growth, energy, the environment, economic growth in China, investment in human capital, international comparisons of economic growth."
"Maximilian Kasy","http://www.economics.harvard.edu/faculty/kasy"," identification and parameters of interest in microeconometrics, econometrics methods for the analysis of economic inequality, optimal policy choice and econometrics."
"Lawrence Katz","http://www.economics.harvard.edu/faculty/katz"," Wage determination, understanding changes in the wage structure and wage inequality, housing mobility and neighborhood effects, technological change and the labor market, unemployment, immigration, evaluation of the impacts of social and labor market politics."
"Michael  Kremer","http://www.economics.harvard.edu/faculty/kremer"," Economic development, health and education in the developing world."
"David  Laibson","http://www.economics.harvard.edu/faculty/laibson"," Savings, consumption, intertemporal choice, neuroeconomics, household finance, bounded rationality."
"Gregory Lewis","http://www.economics.harvard.edu/faculty/lewis"," Role of information in markets (disclosure, signaling behavior), Auction Estimation and Design."
"N. Gregory  Mankiw","http://www.economics.harvard.edu/faculty/mankiw"," Price adjustment, consumer behavior, financial markets, monetary and fiscal policy, economic growth."
"Stephen  Marglin","http://www.economics.harvard.edu/faculty/marglin",""
"Eric Maskin","http://www.economics.harvard.edu/faculty/maskin"," Theory."
"James Medoff (In Memoriam)","http://www.economics.harvard.edu/faculty/medoff"," Empirical studies which explore the impacts of household, corporate and government debt on employment and earnings."
"Marc Melitz","http://www.economics.harvard.edu/faculty/melitz"," Producer-level responses to globalization."
"Jeffrey Miron","http://www.economics.harvard.edu/faculty/miron"," Financial Crises, Global Warming, Alcohol and Drug Policy, Crime."
"Sendhil Mullainathan","http://www.economics.harvard.edu/faculty/mullainathan",""
"Nathan Nunn","http://www.economics.harvard.edu/faculty/nunn",""
"Ariel  Pakes","http://www.economics.harvard.edu/faculty/pakes"," Static and dynamic models of industry equilibrium and their use in applied work."
"Amanda Pallais","http://www.economics.harvard.edu/faculty/pallais"," Employment, economics of education, discrimination."
"Kenneth  Rogoff","http://www.economics.harvard.edu/faculty/rogoff"," Global financial systems and the political economy of international macroeconomic policy."
"Amartya  Sen","http://www.economics.harvard.edu/faculty/sen"," Social choice theory, welfare economics, theory of measurement, development, public health, gender studies, moral and political philosophy, the economics of war and peace."
"Andrei Shleifer","http://www.economics.harvard.edu/faculty/shleifer",""
"Alp Simsek","http://www.economics.harvard.edu/faculty/simsek",""
"Jeremy Stein","http://www.economics.harvard.edu/faculty/stein","Capital allocation inside firms, asset pricing with differences of opinion, the role of banks in the transmission of monetary policy."
"James Stock","http://www.economics.harvard.edu/faculty/stock",""
"Tomasz Strzalecki","http://www.economics.harvard.edu/faculty/strzalecki",""
"Lawrence  Summers","http://www.economics.harvard.edu/faculty/summers",""
"Martin  Weitzman","http://www.economics.harvard.edu/faculty/weitzman"," Environmental economics, economics of biodiversity, limits to growth, green accounting, discounting, economics of global warming."
"Berg Lab","http://www.physics.harvard.edu/people/facpages/berg.html","Motile behavior of bacteria: flagellated bacteria possess a remarkable motility system based on a reversible rotary motor linked by a flexible coupling (the proximal hook) to a thin helical propeller (the flagellar filament). The motor derives its energy from protons driven into the cell by chemical gradients or electrical fields. The direction of the motor rotation depends in part on signals generated by sensory systems, of which the best studied analyzes chemical stimuli. \n\nHoward Berg\'s research group is trying to learn how the motor works, the nature of the signal that controls the motor\'s direction of rotation, and how this signal is processed by the chemical sensory system. The group is also studying non-flagellated bacteria that glide over solid surfaces by as yet unknown mechanisms. These questions are being approached by a variety of molecular-genetic and physical techniques, including fluorescence and fluorescence resonance energy transfer. The goal is an understanding of motility and sensory transduction at the molecular levels."
"Bloembergen Lab","http://www.physics.harvard.edu/people/facpages/bloembergen.html",""
"Cohen Lab","http://www.physics.harvard.edu/people/facpages/cohen.html","Adam Cohen\'s research focuses on developing and applying new physical tools to probe molecules and cells, with project ranging from quantum mechanics to pure biology. His lab developed a new class of fluorescent protein indicators of membrane potential, which allow one to visualize electrical dynamics in neurons, heart cells, and bacteria. He also discovered a new property of electromagnetic fields, optical chirality, which determines the degree of chiral selectivity in the interaction of light with chiral molecules. He invented an Anti-Brownian Electrokinetic trap (ABEL trap) capable of trapping and manipulating individual fluorescent molecules in solution at room temperature. Part of the lab is now studying chemical reactions whose outcome is exquisitely sensitive to small magnetic fields--a consequence of quantum coherence in a room-temperature liquid. \n\nResearch in the Cohen Lab is unified by the search for ways to achieve precise control over the classical and quantum states of molecules, under conditions that are warm and wet and squishy."
"Demler Lab","http://www.physics.harvard.edu/people/facpages/demler.html","Interactions and correlations in condensed matter systems often manifest themselves in striking and novel properties of the materials. Many examples can be found among superconductors and superfluids, quantum magnets, integer and fractional quantum Hall systems. In spite of the apparent differences among various materials and compounds, there are numerous universal phenomena that take place in interacting fermionic and bosonic systems. \n\nThe main focus of Eugene Demler\'s work has been developing general theoretical tools for understanding the effects of interactions, and establishing a common framework for understanding the physics of strongly correlated systems. Demler\'s research has addressed various properties of high temperature superconductors, heavy fermion and organic superconductors, quantum Hall systems, and quantum antiferromagnets. Demler\'s research interests also include mesoscopic superconductivity, magnetic and superconducting proximity effects, understanding the effect of dissipation on quantum phase transitions, and Bose-Einstein condensation of alkali atoms."
"Desai Lab","http://www.physics.harvard.edu/people/facpages/desai.html","Natural selection and other evolutionary forces leave characteristic signatures  in the genetic variation within populations.  Our group uses a combination of theoretical and experimental approaches to study how this genetic variation is created and maintained, and to develop methods to infer the evolutionary history of populations from the variation observed in sequence data.  Our focus is primarily on the dynamics and population genetics of natural selection in asexual populations such as microbes and viruses, which are often dominated by the random fluctuations in when and where rare mutational events occur.  We are developing new approaches to population genetic theory to better understand the structure of genetic variation in these populations.  \n\nTo complement this theoretical work, we have developed high-throughput techniques which allow us to directly observe the evolution of thousands of experimental budding yeast populations simultaneously, tracking changes in fitness and other phenotypic characteristics and correlating these with the evolution of genetic variation within and between populations."
"Doyle Lab","http://www.physics.harvard.edu/people/facpages/doyle.html","John Doyle\'s research centers on trapping neutral particles, study of fundamental collisional processes in atoms and molecules, and lab and underground-observatory-based searches for physics beyond the Standard Model. He is also currently working to realize new techniques to trap molecules and atoms and produce intense beams of the same. The Doyle group has pioneered a general technique for cooling and loading atoms and molecules into traps. First demonstrated with atomic europium and chromium and molecular CaH, the technique uses cryogenic helium buffer gas to cool atoms to below 1 Kelvin. The cold atoms are then loaded into a magnetic trap and then evaporatively cooled. This has led to the discovery of several new findings on the physics of cold collisions as well as doubling the number of species magnetically trapped, including exotic atoms such as Dy. \n\nIn addition, by developing a new technique for producing heavy, polar radical molecules in an intense beam, he has launched with collaborators a new EDM search. Heavy, highly polar molecules are ideally suited to the search for a permanent electric dipole moment (EDM) in the electron. The discovery of an EDM in these experiments would indicate new physics beyond the standard model.  Work towards production of ultracold molecules aims also to build hybrid quantum devices.  \n\nFinally, work is ongoing to use XUV scintillation in liquid neon and argon to search for a key Dark Matter candidate, the WIMP."
"Feldman Lab","http://www.physics.harvard.edu/people/facpages/feldman.html","Gary Feldman\'s research interests are in the experimental study of neutrino oscillations.  Currently his group is working on the MINOS Experiment at Fermilab. MINOS is a two-detector experiment, which compares the signals observed in a near detector on the Fermilab site with those observed in a far detector in the lowest level of the Sudan mine in northern Minnesota.  The goal of the experiment is to verify the results seen in the observation of atmospheric neutrinos and to make more precise measurements of the oscillation parameters. The Harvard group designed and, in collaboration with Oxford University, built the front-end electronics for the MINOS far detector.  Its main analysis interest is in the detection and study of the rare process of a muon-type neutrino oscillating into an electron-type neutrino.  The detection of this process is the key to the future studies of the mass-ordering of neutrino states and CP violation in the leptonic sector. The study of muon-type to electron-type neutrino oscillations will be furthered by the construction of the 30 kT NOvA detector in northern Minnesota.  Professor Feldman is the co-spokesperson of the NOvA Experiment."
"Finkbeiner Lab","http://www.physics.harvard.edu/people/facpages/finkbeiner.html","Douglas Finkbeiner specializes in the research field of astroparticle phenomenology."
"Franklin Lab","http://www.physics.harvard.edu/people/facpages/franklin.html","Melissa Franklin is the Mallinckrodt Professor of Physics at Harvard University. She is an experimental particle physicist who is working on studies of hadron collisions produced by the Fermi National Accelerator Laboratory with the Collider Detector Facility (CDF) and the ATLAS experiment at the Large Hadron Collider (LHC). She works in a collaboration of over 600 international physicists who discovered the top quark at CDF,  and 3000 physicists at ATLAS where she studies particle interactions and symmetries at the highest energies now available worldwide when the accelerator turns on this fall. \n\nProfessor Franklin, born and raised in Canada, received her B.Sc. from the University of Toronto and her Doctorate from Stanford University. She worked as a post-doctoral fellow at Lawrence Berkeley Lab, an assistant professor at the University of Illinois in Champagne/Urbana and was a Junior Fellow in the Society of Fellows at Harvard, before joining the Harvard faculty in 1989 and becoming the first female tenured faculty member in the department of physics in 1992."
